"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"10668","DBShop(#10)","CMS管理模块(#151)","","只输入”ID“的“终”的情况下，验证“查找文章”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在文章","1. 点击导航栏中的“CMS管理”模块
2. 在下拉菜单中选择“管理文章
3. 在”ID“的”始“位置不输入，在”ID“的”终“位置输入”3
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“管理文章”页面
3. 输入成功
4. 搜索出“ID”范围为“3”及ID大于3的文章
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10667","DBShop(#10)","CMS管理模块(#151)","","只输入”ID“的“始”的情况下，验证“查找文章”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在文章","1. 点击导航栏中的“CMS管理”模块
2. 在下拉菜单中选择“管理文章
3. 在”ID“的”始“位置输入”1““，在”ID“的”终“位置不输入
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“管理文章”页面
3. 输入成功
4. 搜索出“ID”范围为“1-3”的文章
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10665","DBShop(#10)","客户管理模块(#150)","","输入的“获得消费积分”为空的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname6“
5. 积分规则的“获得的消费积分”为空
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 提示“获得积分数不能为空！”
6. 保存失败
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10664","DBShop(#10)","客户管理模块(#150)","","输入的“获得消费积分”为字母的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname6“
5. 积分规则为”满“100获得消费积分a积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 提示“获得积分数必须为数字！”
6. 保存失败
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10663","DBShop(#10)","客户管理模块(#150)","","输入的“获得消费积分”为小数的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname7“
5. 积分规则为”满“100获得消费积分1.1积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10662","DBShop(#10)","客户管理模块(#150)","","输入的“获得消费积分”为整数的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname7“
5. 积分规则为”满“100获得消费积分1积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10661","DBShop(#10)","客户管理模块(#150)","","输入的“获得等级积分”为空的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname6“
5. 积分规则”满““100”的“获得的等级积分”为空
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 提示“获得积分数不能为空！”
6. 保存失败
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","陈若繁","2018-12-11","2","",""
"10660","DBShop(#10)","客户管理模块(#150)","","输入的“获得等级积分”为字母的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname6“
5. 积分规则为”满“100获得等级积分a积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 提示“获得积分数必须为数字！”
6. 保存失败
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10659","DBShop(#10)","客户管理模块(#150)","","输入的“获得等级积分”为小数的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname7“
5. 积分规则为”满“100获得等级积分1.1积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10658","DBShop(#10)","客户管理模块(#150)","","输入的“获得等级积分”为整数的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname7“
5. 积分规则为”满“100获得等级积分1积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10657","DBShop(#10)","客户管理模块(#150)","","输入的购物金额“满”为空的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname6“
5. 积分规则的“满”的购物金额不填
6. “获得消费积分”填入10“”
7. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 提示“购物金额满不能为空！”
6. 输入成功
7. 保存失败
","","","3","功能测试","","正常","0","1","7","通过","陈若繁","2018-12-03","陈若繁","2018-12-11","4","",""
"10656","DBShop(#10)","客户管理模块(#150)","","输入的购物金额“满”为小数的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname6“
5. 积分规则为”满“10.5获得消费积分100积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10655","DBShop(#10)","客户管理模块(#150)","","输入的购物金额“满”为字母的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname5“
5. 积分规则为”满“a获得消费积分100积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 提示“购物金额满必须为数字！”
6. 保存失败
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10654","DBShop(#10)","客户管理模块(#150)","","输入的购物金额”满“为整数，”获得积分“为整数的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname4“
5. 积分规则为”满“100获得消费积分10积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10653","DBShop(#10)","客户管理模块(#150)","","输入的“开始时间”比“结束时间”晚的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname3“
5. ”开始时间“为”2020-06-20“
6. ”结束时间“为”2020-06-01“
7. 积分规则为”满“100获得消费积分10积分
8. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 输入成功
7. 输入成功
8. 保存失败，提示“时间不合理”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
","","3","功能测试","","正常","1","1","8","失败","陈若繁","2018-12-03","陈若繁","2018-12-11","3","",""
"10652","DBShop(#10)","客户管理模块(#150)","","输入的“开始时间”已经过期的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”testname2“
5. ”开始时间“为”1998-06-28“，”结束时间“为”1998-06-29“
6. 积分规则为”满“100获得消费积分10积分
7. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 输入成功
7. 保存失败，提示“时间过期”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
","","3","功能测试","","正常","2","1","7","失败","陈若繁","2018-12-03","陈若繁","2018-12-11","2","",""
"10651","DBShop(#10)","客户管理模块(#150)","","输入的“规则名称“为特殊符号的情况下，验证“新加积分规则”功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理积分-积分规则
3. 点击“添加新规则“按钮
4. ”规则名称“填入”###“
5. 积分规则为”满“100获得消费积分10积分
6. 点击”保存积分规则“按钮
","1. 弹出下拉菜单
2. 跳转到“积分规则”页面
3. 跳转到“新加积分规则”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
